Year,Month,State,County,Rate
2004,November,Arizona,Cochise County,4.5
2004,November,Arizona,Santa Cruz County,9.0
2004,November,Arizona,Yavapai County,4.1
2005,February,Arizona,Pinal County,5.7
2005,February,Arizona,Greenlee County,5.6
2005,February,Arizona,La Paz County,6.9
2005,February,Arizona,Mohave County,4.5
2005,February,Arizona,Yuma County,10.7
2005,February,Arizona,Gila County,6.4
2005,February,Arizona,Maricopa County,4.3
2005,February,Arizona,Navajo County,8.8
2005,February,Arizona,Graham County,6.2
2005,February,Arizona,Pima County,4.6
2005,February,Arizona,Apache County,10.3
2005,February,Arizona,Coconino County,5.5
2005,February,Arizona,Cochise County,5.0
2005,February,Arizona,Santa Cruz County,7.4
2005,February,Arizona,Yavapai County,4.8
2005,October,Arizona,Pinal County,5.4
2005,October,Arizona,Greenlee County,4.5
2005,October,Arizona,La Paz County,6.8
2005,October,Arizona,Mohave County,4.3
2005,October,Arizona,Yuma County,15.4
2005,October,Arizona,Gila County,5.7
2005,October,Arizona,Maricopa County,3.9
2005,October,Arizona,Navajo County,6.9
2005,October,Arizona,Graham County,5.6
2005,October,Arizona,Pima County,4.4
2005,October,Arizona,Apache County,9.2
2005,October,Arizona,Coconino County,4.2
2005,October,Arizona,Cochise County,4.7
2005,October,Arizona,Santa Cruz County,10.4
2005,October,Arizona,Yavapai County,4.3
2005,March,Arizona,Pinal County,5.7
2005,March,Arizona,Greenlee County,5.2
2005,March,Arizona,La Paz County,6.7
2005,March,Arizona,Mohave County,4.5
2005,March,Arizona,Yuma County,11.1
2005,March,Arizona,Gila County,6.2
2005,March,Arizona,Maricopa County,4.2
2005,March,Arizona,Navajo County,8.6
2005,March,Arizona,Graham County,6.2
2005,March,Arizona,Pima County,4.5
2005,March,Arizona,Apache County,10.3
2005,March,Arizona,Coconino County,5.2
2005,March,Arizona,Cochise County,4.9
2005,March,Arizona,Santa Cruz County,7.3
2005,March,Arizona,Yavapai County,4.7
2005,August,Arizona,Pinal County,5.8
2005,August,Arizona,Greenlee County,4.6
2005,August,Arizona,La Paz County,7.0
2005,August,Arizona,Mohave County,4.4
2005,August,Arizona,Yuma County,20.7
2005,August,Arizona,Gila County,6.0
2005,August,Arizona,Maricopa County,4.2
2005,August,Arizona,Navajo County,8.1
2005,August,Arizona,Graham County,6.3
2005,August,Arizona,Pima County,4.7
2005,August,Arizona,Apache County,10.7
2005,August,Arizona,Coconino County,4.9
2005,August,Arizona,Cochise County,5.0
2005,August,Arizona,Santa Cruz County,10.9
2005,August,Arizona,Yavapai County,4.6
2005,May,Arizona,Pinal County,5.3
2005,May,Arizona,Greenlee County,4.3
2005,May,Arizona,La Paz County,6.0
2005,May,Arizona,Mohave County,3.9
2005,May,Arizona,Yuma County,18.8
2005,May,Arizona,Gila County,5.4
2005,May,Arizona,Maricopa County,3.8
2005,May,Arizona,Navajo County,7.2
2005,May,Arizona,Graham County,5.6
2005,May,Arizona,Pima County,4.1
2005,May,Arizona,Apache County,9.2
2005,May,Arizona,Coconino County,4.3
2005,May,Arizona,Cochise County,4.3
2005,May,Arizona,Santa Cruz County,6.7
2005,May,Arizona,Yavapai County,4.0
2005,January,Arizona,Pinal County,5.9
2005,January,Arizona,Greenlee County,5.2
2005,January,Arizona,La Paz County,7.2
2005,January,Arizona,Mohave County,4.6
2005,January,Arizona,Yuma County,11.3
2005,January,Arizona,Gila County,6.5
2005,January,Arizona,Maricopa County,4.4
2005,January,Arizona,Navajo County,9.0
2005,January,Arizona,Graham County,6.5
2005,January,Arizona,Pima County,4.7
2005,January,Arizona,Apache County,10.9
2005,January,Arizona,Coconino County,6.0
2005,January,Arizona,Cochise County,4.9
2005,January,Arizona,Santa Cruz County,7.7
2005,January,Arizona,Yavapai County,4.9
2005,June,Arizona,Pinal County,5.9
2005,June,Arizona,Greenlee County,5.0
2005,June,Arizona,La Paz County,7.3
2005,June,Arizona,Mohave County,4.2
2005,June,Arizona,Yuma County,19.5
2005,June,Arizona,Gila County,5.9
2005,June,Arizona,Maricopa County,4.1
2005,June,Arizona,Navajo County,8.8
2005,June,Arizona,Graham County,6.3
2005,June,Arizona,Pima County,4.7
2005,June,Arizona,Apache County,12.6
2005,June,Arizona,Coconino County,5.2
2005,June,Arizona,Cochise County,4.9
2005,June,Arizona,Santa Cruz County,8.6
2005,June,Arizona,Yavapai County,4.4
2005,September,Arizona,Pinal County,5.6
2005,September,Arizona,Greenlee County,4.8
2005,September,Arizona,La Paz County,7.1
2005,September,Arizona,Mohave County,4.4
2005,September,Arizona,Yuma County,17.8
2005,September,Arizona,Gila County,5.9
2005,September,Arizona,Maricopa County,4.1
2005,September,Arizona,Navajo County,7.3
2005,September,Arizona,Graham County,6.0
2005,September,Arizona,Pima County,4.6
2005,September,Arizona,Apache County,9.8
2005,September,Arizona,Coconino County,4.4
2005,September,Arizona,Cochise County,4.9
2005,September,Arizona,Santa Cruz County,11.2
2005,September,Arizona,Yavapai County,4.6
2005,April,Arizona,Pinal County,5.4
2005,April,Arizona,Greenlee County,4.9
2005,April,Arizona,La Paz County,6.5
2005,April,Arizona,Mohave County,4.2
2005,April,Arizona,Yuma County,15.3
2005,April,Arizona,Gila County,5.8
2005,April,Arizona,Maricopa County,4.0
2005,April,Arizona,Navajo County,7.8
2005,April,Arizona,Graham County,5.9
2005,April,Arizona,Pima County,4.3
2005,April,Arizona,Apache County,9.7
2005,April,Arizona,Coconino County,4.6
2005,April,Arizona,Cochise County,4.7
2005,April,Arizona,Santa Cruz County,6.7
2005,April,Arizona,Yavapai County,4.4
2005,December,Arizona,Pinal County,5.0
2005,December,Arizona,Greenlee County,4.3
2005,December,Arizona,La Paz County,6.3
2005,December,Arizona,Mohave County,4.0
2005,December,Arizona,Yuma County,12.1
2005,December,Arizona,Gila County,5.5
2005,December,Arizona,Maricopa County,3.6
2005,December,Arizona,Navajo County,7.4
2005,December,Arizona,Graham County,5.4
2005,December,Arizona,Pima County,4.1
2005,December,Arizona,Apache County,9.8
2005,December,Arizona,Coconino County,4.8
2005,December,Arizona,Cochise County,4.6
2005,December,Arizona,Santa Cruz County,7.2
2005,December,Arizona,Yavapai County,3.9
2005,July,Arizona,Pinal County,5.8
2005,July,Arizona,Greenlee County,5.1
2005,July,Arizona,La Paz County,7.1
2005,July,Arizona,Mohave County,4.2
2005,July,Arizona,Yuma County,21.8
2005,July,Arizona,Gila County,6.0
2005,July,Arizona,Maricopa County,4.1
2005,July,Arizona,Navajo County,9.2
2005,July,Arizona,Graham County,6.4
2005,July,Arizona,Pima County,4.7
2005,July,Arizona,Apache County,13.1
2005,July,Arizona,Coconino County,5.2
2005,July,Arizona,Cochise County,5.0
2005,July,Arizona,Santa Cruz County,10.3
2005,July,Arizona,Yavapai County,4.4
2005,November,Arizona,Pinal County,5.4
2005,November,Arizona,Greenlee County,4.7
2005,November,Arizona,La Paz County,6.5
2005,November,Arizona,Mohave County,4.2
2005,November,Arizona,Yuma County,14.7
2005,November,Arizona,Gila County,5.8
2005,November,Arizona,Maricopa County,3.8
2005,November,Arizona,Navajo County,7.6
2005,November,Arizona,Graham County,5.7
2005,November,Arizona,Pima County,4.4
2005,November,Arizona,Apache County,10.2
2005,November,Arizona,Coconino County,4.6
2005,November,Arizona,Cochise County,4.7
2005,November,Arizona,Santa Cruz County,8.7
2005,November,Arizona,Yavapai County,4.2
2008,February,Arizona,Pinal County,5.4
2008,February,Arizona,Greenlee County,3.8
2008,February,Arizona,La Paz County,5.5
2008,February,Arizona,Mohave County,6.1
2008,February,Arizona,Yuma County,10.2
2008,February,Arizona,Gila County,5.1
2008,February,Arizona,Maricopa County,3.9
2008,February,Arizona,Navajo County,8.4
2008,February,Arizona,Graham County,5.5
2008,February,Arizona,Pima County,4.4
2008,February,Arizona,Apache County,9.6
2008,February,Arizona,Coconino County,4.8
2008,February,Arizona,Cochise County,4.9
2008,February,Arizona,Santa Cruz County,7.1
2008,February,Arizona,Yavapai County,4.6
2008,October,Arizona,Pinal County,8.6
2008,October,Arizona,Greenlee County,4.9
2008,October,Arizona,La Paz County,9.4
2008,October,Arizona,Mohave County,9.0
2008,October,Arizona,Yuma County,21.5
2008,October,Arizona,Gila County,7.6
2008,October,Arizona,Maricopa County,6.4
2008,October,Arizona,Navajo County,11.6
2008,October,Arizona,Graham County,7.3
2008,October,Arizona,Pima County,6.7
2008,October,Arizona,Apache County,13.3
2008,October,Arizona,Coconino County,6.0
2008,October,Arizona,Cochise County,6.4
2008,October,Arizona,Santa Cruz County,15.5
2008,October,Arizona,Yavapai County,7.4
2008,March,Arizona,Pinal County,5.8
2008,March,Arizona,Greenlee County,4.1
2008,March,Arizona,La Paz County,5.7
2008,March,Arizona,Mohave County,6.4
2008,March,Arizona,Yuma County,10.7
2008,March,Arizona,Gila County,5.3
2008,March,Arizona,Maricopa County,4.2
2008,March,Arizona,Navajo County,8.4
2008,March,Arizona,Graham County,5.8
2008,March,Arizona,Pima County,4.7
2008,March,Arizona,Apache County,9.5
2008,March,Arizona,Coconino County,4.8
2008,March,Arizona,Cochise County,5.0
2008,March,Arizona,Santa Cruz County,7.2
2008,March,Arizona,Yavapai County,4.9
2008,August,Arizona,Pinal County,8.4
2008,August,Arizona,Greenlee County,5.2
2008,August,Arizona,La Paz County,9.4
2008,August,Arizona,Mohave County,8.6
2008,August,Arizona,Yuma County,26.1
2008,August,Arizona,Gila County,7.4
2008,August,Arizona,Maricopa County,6.2
2008,August,Arizona,Navajo County,11.4
2008,August,Arizona,Graham County,7.5
2008,August,Arizona,Pima County,6.6
2008,August,Arizona,Apache County,13.2
2008,August,Arizona,Coconino County,6.2
2008,August,Arizona,Cochise County,6.5
2008,August,Arizona,Santa Cruz County,15.6
2008,August,Arizona,Yavapai County,7.0
2008,May,Arizona,Pinal County,6.3
2008,May,Arizona,Greenlee County,4.3
2008,May,Arizona,La Paz County,6.4
2008,May,Arizona,Mohave County,6.7
2008,May,Arizona,Yuma County,21.7
2008,May,Arizona,Gila County,5.1
2008,May,Arizona,Maricopa County,4.5
2008,May,Arizona,Navajo County,8.3
2008,May,Arizona,Graham County,6.2
2008,May,Arizona,Pima County,5.0
2008,May,Arizona,Apache County,9.5
2008,May,Arizona,Coconino County,4.5
2008,May,Arizona,Cochise County,5.2
2008,May,Arizona,Santa Cruz County,7.6
2008,May,Arizona,Yavapai County,5.1
2008,January,Arizona,Pinal County,5.8
2008,January,Arizona,Greenlee County,4.0
2008,January,Arizona,La Paz County,6.2
2008,January,Arizona,Mohave County,6.3
2008,January,Arizona,Yuma County,10.9
2008,January,Arizona,Gila County,5.2
2008,January,Arizona,Maricopa County,4.1
2008,January,Arizona,Navajo County,8.3
2008,January,Arizona,Graham County,5.8
2008,January,Arizona,Pima County,4.7
2008,January,Arizona,Apache County,9.8
2008,January,Arizona,Coconino County,5.1
2008,January,Arizona,Cochise County,5.1
2008,January,Arizona,Santa Cruz County,7.4
2008,January,Arizona,Yavapai County,4.8
2008,June,Arizona,Pinal County,7.5
2008,June,Arizona,Greenlee County,4.9
2008,June,Arizona,La Paz County,7.9
2008,June,Arizona,Mohave County,7.0
2008,June,Arizona,Yuma County,20.6
2008,June,Arizona,Gila County,6.2
2008,June,Arizona,Maricopa County,5.3
2008,June,Arizona,Navajo County,10.1
2008,June,Arizona,Graham County,7.2
2008,June,Arizona,Pima County,5.9
2008,June,Arizona,Apache County,12.1
2008,June,Arizona,Coconino County,5.6
2008,June,Arizona,Cochise County,5.8
2008,June,Arizona,Santa Cruz County,9.6
2008,June,Arizona,Yavapai County,5.8
2008,September,Arizona,Pinal County,8.6
2008,September,Arizona,Greenlee County,5.2
2008,September,Arizona,La Paz County,9.6
2008,September,Arizona,Mohave County,8.7
2008,September,Arizona,Yuma County,22.9
2008,September,Arizona,Gila County,7.4
2008,September,Arizona,Maricopa County,6.3
2008,September,Arizona,Navajo County,11.0
2008,September,Arizona,Graham County,7.3
2008,September,Arizona,Pima County,6.7
2008,September,Arizona,Apache County,12.7
2008,September,Arizona,Coconino County,5.9
2008,September,Arizona,Cochise County,6.5
2008,September,Arizona,Santa Cruz County,15.6
2008,September,Arizona,Yavapai County,7.1
2008,April,Arizona,Pinal County,5.8
2008,April,Arizona,Greenlee County,4.3
2008,April,Arizona,La Paz County,5.5
2008,April,Arizona,Mohave County,6.1
2008,April,Arizona,Yuma County,14.5
2008,April,Arizona,Gila County,4.9
2008,April,Arizona,Maricopa County,4.1
2008,April,Arizona,Navajo County,7.8
2008,April,Arizona,Graham County,5.6
2008,April,Arizona,Pima County,4.6
2008,April,Arizona,Apache County,9.0
2008,April,Arizona,Coconino County,4.3
2008,April,Arizona,Cochise County,4.8
2008,April,Arizona,Santa Cruz County,6.9
2008,April,Arizona,Yavapai County,4.7
2008,December,Arizona,Pinal County,9.6
2008,December,Arizona,Greenlee County,9.9
2008,December,Arizona,La Paz County,9.2
2008,December,Arizona,Mohave County,10.0
2008,December,Arizona,Yuma County,16.6
2008,December,Arizona,Gila County,8.7
2008,December,Arizona,Maricopa County,7.1
2008,December,Arizona,Navajo County,13.0
2008,December,Arizona,Graham County,10.3
2008,December,Arizona,Pima County,7.3
2008,December,Arizona,Apache County,14.0
2008,December,Arizona,Coconino County,7.3
2008,December,Arizona,Cochise County,7.1
2008,December,Arizona,Santa Cruz County,13.0
2008,December,Arizona,Yavapai County,8.4
2008,July,Arizona,Pinal County,8.0
2008,July,Arizona,Greenlee County,5.3
2008,July,Arizona,La Paz County,8.8
2008,July,Arizona,Mohave County,7.6
2008,July,Arizona,Yuma County,22.9
2008,July,Arizona,Gila County,6.7
2008,July,Arizona,Maricopa County,5.7
2008,July,Arizona,Navajo County,10.6
2008,July,Arizona,Graham County,7.5
2008,July,Arizona,Pima County,6.2
2008,July,Arizona,Apache County,12.5
2008,July,Arizona,Coconino County,5.9
2008,July,Arizona,Cochise County,6.3
2008,July,Arizona,Santa Cruz County,12.6
2008,July,Arizona,Yavapai County,6.3
2008,November,Arizona,Pinal County,8.8
2008,November,Arizona,Greenlee County,7.5
2008,November,Arizona,La Paz County,9.1
2008,November,Arizona,Mohave County,9.6
2008,November,Arizona,Yuma County,19.7
2008,November,Arizona,Gila County,7.9
2008,November,Arizona,Maricopa County,6.6
2008,November,Arizona,Navajo County,12.2
2008,November,Arizona,Graham County,8.6
2008,November,Arizona,Pima County,6.8
2008,November,Arizona,Apache County,13.6
2008,November,Arizona,Coconino County,6.6
2008,November,Arizona,Cochise County,6.6
2008,November,Arizona,Santa Cruz County,13.5
2008,November,Arizona,Yavapai County,7.7
2009,February,Arizona,Pinal County,10.7
2009,February,Arizona,Greenlee County,13.6
2009,February,Arizona,La Paz County,9.7
2009,February,Arizona,Mohave County,10.8
2009,February,Arizona,Yuma County,15.8
2009,February,Arizona,Gila County,10.2
2009,February,Arizona,Maricopa County,8.0
2009,February,Arizona,Navajo County,14.5
2009,February,Arizona,Graham County,13.2
2009,February,Arizona,Pima County,7.9
2009,February,Arizona,Apache County,15.2
2009,February,Arizona,Coconino County,8.1
2009,February,Arizona,Cochise County,7.6
2009,February,Arizona,Santa Cruz County,12.7
2009,February,Arizona,Yavapai County,9.8
2009,October,Arizona,Pinal County,13.5
2009,October,Arizona,Greenlee County,21.7
2009,October,Arizona,La Paz County,10.4
2009,October,Arizona,Mohave County,12.2
2009,October,Arizona,Yuma County,25.4
2009,October,Arizona,Gila County,12.4
2009,October,Arizona,Maricopa County,10.1
2009,October,Arizona,Navajo County,16.4
2009,October,Arizona,Graham County,15.4
2009,October,Arizona,Pima County,10.0
2009,October,Arizona,Apache County,17.1
2009,October,Arizona,Coconino County,9.3
2009,October,Arizona,Cochise County,8.4
2009,October,Arizona,Santa Cruz County,19.6
2009,October,Arizona,Yavapai County,11.2
2009,March,Arizona,Pinal County,11.3
2009,March,Arizona,Greenlee County,14.0
2009,March,Arizona,La Paz County,10.0
2009,March,Arizona,Mohave County,11.0
2009,March,Arizona,Yuma County,16.2
2009,March,Arizona,Gila County,10.9
2009,March,Arizona,Maricopa County,8.2
2009,March,Arizona,Navajo County,14.2
2009,March,Arizona,Graham County,13.5
2009,March,Arizona,Pima County,8.2
2009,March,Arizona,Apache County,14.4
2009,March,Arizona,Coconino County,7.5
2009,March,Arizona,Cochise County,7.5
2009,March,Arizona,Santa Cruz County,12.7
2009,March,Arizona,Yavapai County,10.1
2009,August,Arizona,Pinal County,13.5
2009,August,Arizona,Greenlee County,22.8
2009,August,Arizona,La Paz County,9.9
2009,August,Arizona,Mohave County,11.9
2009,August,Arizona,Yuma County,28.4
2009,August,Arizona,Gila County,11.7
2009,August,Arizona,Maricopa County,10.0
2009,August,Arizona,Navajo County,15.8
2009,August,Arizona,Graham County,16.3
2009,August,Arizona,Pima County,9.9
2009,August,Arizona,Apache County,16.6
2009,August,Arizona,Coconino County,9.0
2009,August,Arizona,Cochise County,8.4
2009,August,Arizona,Santa Cruz County,19.1
2009,August,Arizona,Yavapai County,10.9
2009,May,Arizona,Pinal County,11.6
2009,May,Arizona,Greenlee County,22.6
2009,May,Arizona,La Paz County,8.9
2009,May,Arizona,Mohave County,10.5
2009,May,Arizona,Yuma County,25.2
2009,May,Arizona,Gila County,10.8
2009,May,Arizona,Maricopa County,8.5
2009,May,Arizona,Navajo County,13.7
2009,May,Arizona,Graham County,16.0
2009,May,Arizona,Pima County,8.4
2009,May,Arizona,Apache County,13.6
2009,May,Arizona,Coconino County,7.1
2009,May,Arizona,Cochise County,7.3
2009,May,Arizona,Santa Cruz County,13.0
2009,May,Arizona,Yavapai County,9.7
2009,January,Arizona,Pinal County,10.5
2009,January,Arizona,Greenlee County,12.6
2009,January,Arizona,La Paz County,9.8
2009,January,Arizona,Mohave County,11.2
